Model,Attribute,Accuracy,Precision,Recall,F1,ROC-AUC,DP Diff,EO Diff,Precision Diff
ExpGrad_DemographicParity,Marital Status,0.6951130561633844,0.248868778280543,0.5612244897959183,0.3448275862068966,0.8044029526704299,0.16386069651741292,0.16330844018599405,0.08010335917312661
ExpGrad_DemographicParity,Location Code,0.6951130561633844,0.248868778280543,0.5612244897959183,0.3448275862068966,0.8044029526704299,0.16790841789067856,0.23090909090909095,0.11309319611206403
ExpGrad_DemographicParity,State,0.6951130561633844,0.248868778280543,0.5612244897959183,0.3448275862068966,0.8044029526704299,0.10829908428870144,0.1739864864864865,0.07570806100217867
ExpGrad_DemographicParity,Income,0.6951130561633844,0.248868778280543,0.5612244897959183,0.3448275862068966,0.8044029526704299,0.07599858607281723,0.3522727272727273,0.05904761904761904
ExpGrad_EqualizedOdds,Gender,0.7629467541940189,0.29523809523809524,0.4744897959183674,0.3639921722113503,0.8044029526704299,0.02876890786712022,0.026269433354386723,0.010344827586206862
ExpGrad_EqualizedOdds,EmploymentStatus,0.7629467541940189,0.29523809523809524,0.4744897959183674,0.3639921722113503,0.8044029526704299,0.24749163879598662,0.14935897435897436,0.5735294117647058
ExpGrad_EqualizedOdds,Education,0.7629467541940189,0.29523809523809524,0.4744897959183674,0.3639921722113503,0.8044029526704299,0.07357494722026742,0.15824468085106386,0.18495934959349594
ExpGrad_EqualizedOdds,Marital Status,0.7629467541940189,0.29523809523809524,0.4744897959183674,0.3639921722113503,0.8044029526704299,0.18949253731343282,0.1684011352885525,0.10049704877291082
ExpGrad_EqualizedOdds,Location Code,0.7629467541940189,0.29523809523809524,0.4744897959183674,0.3639921722113503,0.8044029526704299,0.14229759455048607,0.38362416107382546,0.23356973995271868
ExpGrad_EqualizedOdds,State,0.7629467541940189,0.29523809523809524,0.4744897959183674,0.3639921722113503,0.8044029526704299,0.0784449843804235,0.22039473684210525,0.1527777777777778
ExpGrad_EqualizedOdds,Income,0.7629467541940189,0.29523809523809524,0.4744897959183674,0.3639921722113503,0.8044029526704299,0.10771070775291963,0.4641148325358852,0.1342406433652954
LR_Reweighted,Gender,0.6652078774617067,0.2688927943760984,0.7806122448979592,0.4,0.7620755536257057,0.013795878053037836,0.06818181818181823,0.013692022263450787
LR_Reweighted,EmploymentStatus,0.6652078774617067,0.2688927943760984,0.7806122448979592,0.4,0.7620755536257057,0.41850613154960986,0.29230769230769227,0.5933884297520662
LR_Reweighted,Education,0.6652078774617067,0.2688927943760984,0.7806122448979592,0.4,0.7620755536257057,0.14942528735632188,0.2064935064935065,0.15592105263157893
LR_Reweighted,Marital Status,0.6652078774617067,0.2688927943760984,0.7806122448979592,0.4,0.7620755536257057,0.2533370881441847,0.21181571299251994,0.12158940397350992
LR_Reweighted,Location Code,0.6652078774617067,0.2688927943760984,0.7806122448979592,0.4,0.7620755536257057,0.41042269978102164,0.47919463087248315,0.057818779685787386
LR_Reweighted,State,0.6652078774617067,0.2688927943760984,0.7806122448979592,0.4,0.7620755536257057,0.08608731130150954,0.14661654135338342,0.08851224105461397
LR_Reweighted,Income,0.6652078774617067,0.2688927943760984,0.7806122448979592,0.4,0.7620755536257057,0.1828084300260478,0.3038277511961722,0.182277318640955
RF_Reweighted,Gender,0.6141502552881108,0.27034482758620687,1.0,0.4256243213897937,0.9907815892314372,0.02504374406634624,0.04485244267776123,0.058904109589041076
RF_Reweighted,EmploymentStatus,0.6141502552881108,0.27034482758620687,1.0,0.4256243213897937,0.9907815892314372,0.43946488294314384,0.19935897435897432,0.6197106690777577
RF_Reweighted,Education,0.6141502552881108,0.27034482758620687,1.0,0.4256243213897937,0.9907815892314372,0.16234488660676077,0.2156010230179028,0.24443002379407314
RF_Reweighted,Marital Status,0.6141502552881108,0.27034482758620687,1.0,0.4256243213897937,0.9907815892314372,0.11753233830845777,0.06258177499547096,0.15598770049031827
RF_Reweighted,Location Code,0.6141502552881108,0.27034482758620687,1.0,0.4256243213897937,0.9907815892314372,0.2915111521086119,0.28350383631713555,0.07137506688068487
RF_Reweighted,State,0.6141502552881108,0.27034482758620687,1.0,0.4256243213897937,0.9907815892314372,0.06140350877192979,0.08636363636363636,0.07963709677419356
RF_Reweighted,Income,0.6141502552881108,0.27034482758620687,1.0,0.4256243213897937,0.9907815892314372,0.13911636414802303,0.14034258091635143,0.20842572062084258
